Brain network of an arteriole column
375	375	1500	box dimensions in microns
25	25	100	number of tissue points in x,y,z directions
100.	outer bound distance
100.	max. segment length
5	nodsegm, max. allowed number of segments per node
2363	total number of segments
name	type	from	to	diam.	rel. flow	hem.
1	5	1	121	5.63738	0.826553361532829	0.45
2	5	1	122	6.88862	1.572552661689281	0.45
3	5	2	434	7.6288599999999995	0.363857901793907	0.45
4	5	3	253	6.1551	0.012311897971985605	0.45
5	5	3	256	7.31922	0.11489031431019861	0.45
6	5	4	9	7.82426	0.05152075960204943	0.45
7	5	5	333	5.741820000000001	0.2713158239844082	0.45
8	5	5	442	5.8167	0.6813595999540193	0.45
9	5	6	108	4.791060000000001	0.7366844886066408	0.45
10	5	6	173	6.55552	0.5477232848657008	0.45
11	5	7	245	7.32512	0.10390193650345435	0.45
12	5	7	415	4.94726	0.05616316096526128	0.45
13	5	8	400	5.5953800000000005	0.21264891113155585	0.45
14	5	9	242	9.7903	0.03444604215576043	0.45
15	5	9	446	4.22278	0.017074717446289158	0.45
16	5	10	109	6.89162	0.0142685192860724	0.45
17	5	11	214	7.21652	1.4238692912219155	0.45
18	5	11	322	6.2211	0.15322447167566114	0.45
19	5	12	160	5.1081	0.16228394622844225	0.45
20	5	13	381	8.39514	0.26957841774308783	0.45
21	5	14	86	7.52184	0.30703930471443874	0.45
22	5	14	260	5.86474	0.39102323452618504	0.45
23	5	15	331	7.30922	2.2218510301597596	0.45
24	5	16	282	5.88962	0.8251344572908227	0.45
25	5	16	404	5.73352	3.6247410087323897	0.45
26	5	17	395	7.16558	0.0094325605591426	0.45
27	5	17	412	6.160679999999999	0.1417030327556289	0.45
28	5	18	20	4.76156	0.1389539259280551	0.45
29	5	18	142	8.137599999999999	0.07294105293873059	0.45
30	5	19	125	7.9539800000000005	1.4054015585927344	0.45
31	5	20	39	4.76156	0.13895392592805483	0.45
32	5	21	57	7.39702	0.3850736625553106	0.45
33	5	22	75	6.55876	0.061064335581123314	0.45
34	5	22	334	7.04058	0.07037470435305541	0.45
35	5	23	332	7.341760000000001	0.07573375184536486	0.45
36	5	24	165	7.073720000000001	0.09396527121137324	0.45
37	5	24	450	4.634659999999999	0.031810469506318474	0.45
38	5	25	414	7.1303	0.270853244919784	0.45
39	5	26	258	8.3239	0.5853179162995823	0.45
40	5	26	416	5.7412600000000005	1.3265929314178142	0.45
41	5	27	82	7.09516	0.08635334999209682	0.45
42	5	27	239	3.76072	0.03600952620686362	0.45
43	5	28	76	7.37304	0.010551065182515917	0.45
44	5	29	375	7.548039999999999	0.3267289627355593	0.45
45	5	30	70	6.13664	0.0012076988968884761	0.45
46	5	31	142	7.640300000000001	0.02743489896773906	0.45
47	5	31	274	5.54446	0.006750126323572172	0.45
48	5	32	203	8.06388	0.16596404349913318	0.45
49	5	32	325	5.77216	0.2150880655514106	0.45
50	5	33	278	8.873579999999999	0.3615504612257865	0.45
51	5	33	405	5.69784	0.23781833894493973	0.45
52	5	34	40	7.16694	0.3043172016197441	0.45
53	5	35	121	5.64644	0.4443277406521691	0.45
54	5	35	370	6.87468	0.04814430346483091	0.45
55	5	36	392	5.4557199999999995	0.00038915554595325843	0.45
56	5	37	84	5.0431	0.09872556741591079	0.45
57	5	37	314	6.0567400000000005	0.09228247746934404	0.45
58	5	38	324	9.246799999999999	0.5648902674296492	0.45
59	5	39	382	4.76156	0.13895392592805497	0.45
60	5	40	97	7.22764	0.32548481856181477	0.45
61	5	41	354	8.83768	0.2414768552287543	0.45
62	5	42	360	6.2838199999999995	0.13671648966828176	0.45
63	5	43	205	4.330220000000001	0.14364470618499253	0.45
64	5	44	371	6.89162	0.014268519286072102	0.45
65	5	44	423	5.11598	0.21870950597280397	0.45
66	5	45	66	7.42762	0.14086127686652233	0.45
67	5	45	226	5.819	0.06005635318311481	0.45
68	5	46	81	5.12296	0.20857178839608612	0.45
69	5	46	330	7.6609	0.1169969284365179	0.45
70	5	46	335	6.692279999999999	0.33400079671304417	0.45
71	5	46	396	6.116619999999999	1.0737914408254914	0.45
72	5	47	232	6.27958	0.8207068364046451	0.45
73	5	47	272	5.871499999999999	0.01924007048240301	0.45
74	5	48	119	6.41388	1.2187375552486446	0.45
75	5	48	364	7.5571	1.0574678996534101	0.45
76	5	49	252	6.62086	0.4065659451702447	0.45
77	5	50	170	4.89358	0.04723365681131737	0.45
78	5	50	353	8.67516	0.03341342187072524	0.45
79	5	51	194	6.94538	1.9870906533512434	0.45
80	5	51	316	6.47298	1.0912040113127552	0.45
81	5	51	390	10.26372	0.3439464113238731	0.45
82	5	52	227	6.966200000000001	0.020512534825012845	0.45
83	5	52	351	6.66534	0.09639193232373394	0.45
84	5	53	79	4.68454	0.7772843503405968	0.45
85	5	53	302	8.18414	2.6613110686157477	0.45
86	5	54	380	6.41434	0.32052668572892984	0.45
87	5	55	114	6.47218	0.3103865280711076	0.45
88	5	56	221	7.65904	0.02180907887899002	0.45
