Brain network by Wahbi
375.0	375.0	375.0	box dimensions in microns
25	25	25	number of tissue points in x,y,z directions
100.	outer bound distance
100.	max. segment length
5	nodsegm, max. allowed number of segments per node
565	total number of segments
name	type	from	to	diam.	rel. flow	hem.
1	5	1	156	5.63738	0.09310494970248355	0.45
2	5	1	250	6.88862	0.2316182244231882	0.45
3	5	2	278	6.6022	0.16583149089984123	0.45
4	5	2	403	7.6288599999999995	0.004164128483606463	0.45
5	5	3	151	7.31922	2.7663801996093977	0.45
6	5	4	340	5.82808	2.047215782683773	0.45
7	5	5	91	6.766	0.23573710638030596	0.45
8	5	5	402	5.8167	0.3965327482554752	0.45
9	5	6	308	6.55552	2.1984316529990324	0.45
10	5	6	328	5.14978	0.13913546794654652	0.45
11	5	7	352	8.67516	2.026506979062564	0.45
12	5	8	271	4.94726	1.0524281823118715	0.45
13	5	8	273	7.69926	0.5689873740463166	0.45
14	5	9	242	4.65244	0.12308251122167481	0.45
15	5	10	44	4.330220000000001	0.027928522439626326	0.45
16	5	11	88	5.7677	0.7023447002312182	0.45
17	5	12	146	7.58356	0.41274448283345916	0.45
18	5	13	383	6.2725599999999995	2.762590059019979	0.45
19	5	14	438	6.2211	1.4664290592067968	0.45
20	5	15	51	7.925720000000001	0.019156916256817032	0.45
21	5	15	61	7.48156	0.003847668040334529	0.45
22	5	16	94	7.52184	0.12662352541864796	0.45
23	5	16	410	7.0099	0.38015754745398983	0.45
24	5	17	104	7.39702	0.7191428509353619	0.45
25	5	18	249	7.5397	1.6927727261757108	0.45
26	5	18	387	6.4431199999999995	0.1651730407030839	0.45
27	5	19	225	5.88962	1.3863349692768265	0.45
28	5	20	75	6.05036	0.40031038064596725	0.45
29	5	21	57	5.73352	0.2962241874602159	0.45
30	5	22	34	6.160679999999999	0.8249930703771983	0.45
31	5	23	314	6.08518	0.6843918733044554	0.45
32	5	24	26	6.55876	1.7079923037991318	0.45
33	5	24	165	7.04058	0.6829783614462871	0.45
34	5	25	277	4.85198	0.04733501208315675	0.45
35	5	26	316	7.073720000000001	2.256414003077441	0.45
36	5	27	441	7.37618	3.1578750178432853	0.45
37	5	28	76	7.1303	0.2610240415688802	0.45
38	5	29	322	7.09516	2.1292868086916994	0.45
39	5	29	417	5.8178399999999995	0.06214361636723277	0.45
40	5	30	61	3.76072	0.10107011609772863	0.45
41	5	30	342	4.7695	0.0750723801402421	0.45
42	5	31	141	7.548039999999999	1.5015114263610583	0.45
43	5	32	202	5.54446	1.7424156302874592	0.45
44	5	32	203	4.8728	1.0519382967350697	0.45
45	5	33	96	5.77216	0.08032267671584849	0.45
46	5	33	113	6.70476	0.19687428048443925	0.45
47	5	34	115	5.69784	0.12234136226818876	0.45
48	5	34	253	7.16694	0.7026517081090067	0.45
49	5	35	121	8.67986	0.4636428586689191	0.45
50	5	36	305	6.77922	0.1254592587474285	0.45
51	5	37	84	6.94538	1.0424050879993656	0.45
52	5	38	139	4.89358	1.2917986478188144	0.45
53	5	39	20	6.05036	0.4003103806459697	0.45
54	5	39	107	6.87468	1.5440431321150085	0.45
55	5	40	268	7.09992	1.2084425887211954	0.45
56	5	41	355	7.22764	1.4396465249187103	0.45
57	5	42	150	4.634659999999999	0.3454570432622803	0.45
58	5	43	204	4.50272	0.15827875895491791	0.45
59	5	43	347	6.1814800000000005	2.9427189243365146	0.45
60	5	44	372	4.32622	0.010942785648006532	0.45
61	5	44	373	6.89162	0.016985736791625895	0.45
62	5	45	298	5.06688	0.063202888770638	0.45
63	5	46	436	7.42762	0.6815107603477426	0.45
64	5	47	232	6.15482	0.50387520096344	0.45
65	5	48	119	7.06668	0.8409993445892316	0.45
66	5	49	376	8.268500000000001	0.2592037561945031	0.45
67	5	50	169	6.41388	0.8878162468112082	0.45
68	5	50	170	7.48768	0.7521791760453458	0.45
69	5	51	101	5.278560000000001	0.12407470039494434	0.45
70	5	52	326	8.67516	2.0265069790625736	0.45
71	5	53	214	8.86256	0.5177338187159924	0.45
72	5	54	37	6.94538	1.0424050879993656	0.45
73	5	54	172	6.47298	5.4077334459496065	0.45
74	5	55	114	6.966200000000001	0.7568166890537615	0.45
75	5	56	18	5.86474	1.8579457668788022	0.45
76	5	56	221	4.68454	0.25439978389171225	0.45
77	5	57	16	4.76156	0.5067810728726462	0.45
78	5	57	49	6.116619999999999	0.010346879107472982	0.45
79	5	58	110	7.80002	2.9360912842121136	0.45
80	5	59	262	7.80002	2.9360912842121434	0.45
81	5	60	335	7.7903	0.13964689010598175	0.45
82	5	61	51	7.5571	0.10491778413806907	0.45
83	5	62	368	5.33022	0.011580385664805943	0.45
84	5	62	369	5.78372	0.23253892294309916	0.45
85	5	63	325	7.70114	0.026733687930197675	0.45
86	5	63	392	4.85198	0.047335012083153286	0.45
87	5	64	133	2.9267	0.00016245917243014286	0.45
88	5	65	312	7.06668	0.8409993445892364	0.45
89	5	66	442	7.84262	4.46696101154099	0.45
90	5	67	370	8.21704	0.8643030810695386	0.45
91	5	68	393	7.921360000000001	1.0944643877660707	0.45
92	5	69	87	7.69926	0.5689873740462239	0.45
93	5	70	21	8.70016	0.20493761420200934	0.45
94	5	71	23	6.08518	0.6843918733044407	0.45
95	5	72	174	7.2586	0.7756912052955776	0.45
96	5	73	254	8.66478	0.056165918546087865	0.45
97	5	74	152	7.5409	2.3934974224192263	0.45
98	5	75	67	5.82544	0.40031648230285805	0.45
99	5	76	97	7.24718	0.7804449987750695	0.45
100	5	76	256	4.3041	0.2676733174293698	0.45
101	5	77	282	5.35526	1.28491775492784	0.45
102	5	78	180	5.8975800000000005	0.7563685299964913	0.45
103	5	79	6	4.791060000000001	0.030927362586788125	0.45
104	5	79	41	5.9027	0.653464510717674	0.45
105	5	80	130	6.62086	0.11194371581152254	0.45
106	5	80	306	6.33026	0.9230997146355745	0.45
107	5	81	46	6.10656	0.16231089437311033	0.45
108	5	81	439	6.07848	0.2992963436849562	0.45
109	5	82	440	5.66716	2.1718357583405483	0.45
110	5	83	102	5.50312	0.337806748265725	0.45
111	5	83	197	6.44122	0.6187178051738874	0.45
112	5	84	102	4.4421	0.032732751897905296	0.45
113	5	84	304	7.1265600000000004	1.0096723361014655	0.45
114	5	85	47	5.819	0.3376538650045722	0.45
115	5	86	399	6.89162	0.016985736791628087	0.45
116	5	87	94	7.69926	0.5689873740462337	0.45
117	5	88	408	6.9707799999999995	1.0732799268964044	0.45
118	5	89	46	5.11598	0.5191998659746307	0.45
119	5	90	157	7.84134	1.29650016572869	0.45
120	5	90	158	7.39118	0.32897757602594924	0.45
121	5	91	305	6.40914	0.0513469365252064	0.45
122	5	91	393	5.75952	0.21312294677477348	0.45
123	5	92	28	8.3239	0.10896117280079524	0.45
124	5	92	60	3.50958	0.09910585129584795	0.45
125	5	93	71	6.08518	0.6843918733044505	0.45
126	5	93	285	5.51126	0.1599692849107865	0.45
127	5	94	252	6.50056	0.6956108994648943	0.45
128	5	95	341	6.1397200000000005	0.7387786690198744	0.45
129	5	96	232	6.9737599999999995	0.30670135736006005	0.45
130	5	97	220	6.35866	0.04573666753126196	0.45
131	5	97	431	7.07338	0.7347083312438176	0.45
132	5	98	226	5.88962	1.3863349692768214	0.45
133	5	99	189	7.32512	1.6214155563581492	0.45
134	5	100	222	6.12866	0.5881340282875723	0.45
135	5	100	331	6.9421	1.5966517097298223	0.45
136	5	101	36	7.61396	0.0953419234752982	0.45
137	5	101	91	5.35718	0.028732776919646468	0.45
138	5	102	196	6.3435999999999995	0.37053950016363135	0.45
139	5	103	191	7.32512	1.6214155563581636	0.45
140	5	104	293	4.7233	0.743479118239685	0.45
141	5	105	163	4.53078	0.03384031827412443	0.45
142	5	106	5	5.741820000000001	0.6322698546357826	0.45
